Fe1,Fe2,Fe3,Fe4,Fe5,Fe6,Fe7,Fe8,Fe9,Fe10,Fe11,Fe12,Target
12.458832030184572,-16.448414241341332,1.4244700889995177,8.244318264332987,8.066360045262224,-7.012072892719798,0.6171121876687773,2.4952810329094968,1.6434265176086778,3.686130816985573,4.258802213842904,-2.0539822834709223,0.0
11.119879175809688,-17.778618267023962,5.533295692950351,3.3812725004725883,1.8063532377842888,-9.859234237715015,1.5765367110884447,6.725567922812343,5.326157664542703,7.524144370092138,6.922959374788574,0.5460614578853424,1.0
11.189757049552247,-14.01507598156043,2.7843146682155333,2.2651985726125,7.355901558439852,-5.143249575318322,1.1118550375281904,4.518878774869654,2.041800886055988,-0.1857059316407573,-0.06699981212360054,-2.4547413288513305,2.0
11.235970010139177,-14.365055726391425,5.037139320085861,9.721960718545343,8.606514272343485,-9.534805396556072,-2.643970195719421,1.5932971209830231,6.261623994166702,8.396824085306125,5.6003940378060415,-1.5710914692704918,3.0
12.261163788678608,-14.995310532667894,-6.598445219684093,3.4955657509902136,8.137845502129656,-10.759890291167538,4.869416518629505,9.317735265413901,1.930489369002507,4.9940823399974015,4.261021013815461,0.17213884092540302,4.0
13.59659710908967,-16.141490316554062,-9.683334370445868,3.5228223678115578,7.000042080085826,-9.97454873960899,5.983731779633023,6.000869375504142,0.7348982580905381,5.6975048635219325,4.483466723315788,0.0410928078024692,5.0
15.247495835952241,-16.584609274432268,-9.050157178270727,14.598949861562913,9.628121703455015,-10.051451308362305,13.738141396919756,5.715245461697773,-4.957966091942418,6.196206205933086,7.127689422352222,-2.5197256756653683,6.0
12.976108398031636,-16.27550625005079,-8.967741826632007,4.929334879586336,10.229041883034533,-9.050952783831097,7.0538679179089225,9.142230444619498,-1.937031996902262,3.4807133300694657,4.542484900364389,0.26898820622156056,7.0
12.717327029378106,-16.68185695395803,0.2197583030143944,4.254605028251903,12.0802281692146,-1.3543168156148853,6.703175388060237,7.917392079354791,1.0184520126968002,5.385999781997682,6.766349100417652,0.5672712461796542,8.0
14.508901245219445,-18.6584755204618,-4.172143976085324,4.515596385506756,11.629611438960707,-3.7876578696928433,4.236361383419202,7.329259162355031,1.3814852405322189,3.8623617124719973,5.287963170531866,1.1864137328929447,9.0
12.76966684034724,-15.967968941584127,-1.9885564280806631,8.049866772615117,8.48948600871515,-9.025255875518758,0.5159255473892684,1.8220526783353213,-1.0611745493631133,4.118339783192758,4.932661029040607,-4.071278173696131,0.0
11.542134566276607,-19.100628071995512,0.9522516425167072,-2.182886568558544,1.6170121105118516,-9.60192609461281,1.670840078115516,8.417664512567013,6.492998339273787,7.16124965668047,4.217553074398607,-2.4633548872412767,1.0
